Mean RR,Std RR,Mean HR,RMSSD,NN50,pNN50,VLF peak,LF peak,HF peak,VLF power,VLF power prc,LF power,LF power prc,LF power nu,HF power,HF power prc,HF power nu,LF/HF power,SD1,SD2,ApEn,SampEn,DFA ɑ1,DFA ɑ2,Cor Dim D2,RPA Lmax,RPA Lmean,RPA REC,RPA Det,RPA ShanEn,CCM,Atrial ectopic number,Ventricular ectopic number,Label
0.7109035575022171,0.12732047932815382,0.13440106419350226,0.05745144635160535,0.0,0.0,0.8,0.1111111111111111,0.44375496283860155,0.0135168404114024,0.2748979494213608,0.02358346745384031,0.0752891989628842,0.8317193094367397,0.005067420565159578,0.9334665130674513,0.1682806905632602,0.16999969736258344,0.1330430609735479,0.08847857729279779,0.8767109827594822,0.8582525392873934,0.20204907370714167,0.42673894051878103,0.04806270211959153,0.2814614343707713,0.03367566920707385,0.22424206692244317,0.7994901631991863,0.24396341150756073,0.9535402638985483,0.0,0.038461538461538464,1
0.7051771921358965,0.1032066016988009,0.13310498604177992,0.054762335655709427,0.003968253968253968,0.0032464314036478982,1.0,0.0,0.4064151543436781,0.01996792190505341,0.36062602277784456,0.02610475629953411,0.049236908477001344,0.8652957645063338,0.004526196117503671,0.9257096744949538,0.1347042354936662,0.2102363722072698,0.1250790625762935,0.0859046802735458,0.849393902346566,0.6425743945372432,0.15956438640077808,0.3754331909522435,0.05004326953042586,0.16644113667117727,0.049310669293962966,0.27210750915351606,0.8631699556993917,0.30599616501229143,0.9579058158953042,0.0,0.01282051282051282,1
0.7022312048291569,0.12397622243775124,0.16272906733479256,0.05891661965943779,0.0,0.0,1.0,0.14814814814814814,0.3822834579887628,0.007762211292584793,0.09160742934667501,0.04984150787842876,0.1473974762189232,0.9202482945886118,0.005641107504015016,0.8227926346661643,0.07975170541138815,0.32349292363520066,0.11738884643237195,0.10318792019126312,0.8438281229905611,0.7112515322454431,0.23968052768783496,0.36913346119036844,0.07294292479532449,0.3342354533152909,0.04649431670251005,0.2954235230244788,0.8577086638995776,0.3004791042116481,0.9633038288088642,0.0,0.0641025641025641,1
0.7484447961628214,0.14408410072486189,0.20115677817022135,0.07103775892604815,0.015873015873015872,0.012985725614591593,0.6,0.0,0.4223010523314844,0.027396999256448507,0.3629712408615641,0.03431569453103845,0.1690822225482667,0.835392419354795,0.00725426523749734,0.8332627285971095,0.16460758064520487,0.17376810100633805,0.13204107660088596,0.1539106892734386,0.6566467111407398,0.7536419527343845,0.23151952566494519,0.6818719844245168,0.14450295689159257,0.3423545331529093,0.08752843455385596,0.3845843609966665,0.943845707423084,0.43023123840218797,0.9668972706548055,0.0,0.0641025641025641,1
0.699744694882014,0.1252233259713832,0.11148152193911291,0.04690694948290193,0.0,0.0,0.8,0.25925925925925924,0.40904264769724863,0.0027436462694373793,0.08399039436155636,0.01703690207764792,0.1733257954650431,0.8107352645940853,0.004110064982896803,0.8668119622450702,0.18926473540591457,0.15075442052855725,0.12204378410843417,0.06863350407513344,0.8829139379499006,0.7074492975717331,0.2575756126891199,0.4912479057611379,0.021802272200249634,0.07848443843031123,0.03720136090910992,0.24461269749795939,0.7676837925755764,0.26426956526917944,0.9610332939096572,0.0,0.02564102564102564,1
0.7233758071739492,0.10304887653887454,0.16195957981213316,0.047352218175387664,0.0,0.0,0.6,0.2222222222222222,0.439653914586238,0.00775304923099742,0.2808579243249211,0.012903963787214725,0.0888957083052037,0.8136988551920977,0.003037959496633833,0.822496455292528,0.18630114480790214,0.15325905433266454,0.15849388089023386,0.10892506302202293,0.7738868945288477,0.7683266474397532,0.17618333595530425,0.6557221849123857,0.06861040609074844,0.4803788903924222,0.09179796598356003,0.3912969994154782,0.9095161031424807,0.43188059454237876,0.96551343145225,0.0,0.01282051282051282,1
0.34649419697077166,0.17363233800409458,0.05326349437895926,0.010434572250375763,0.0,0.0,1.0,0.2222222222222222,0.5213074414159065,0.0006684006781557175,0.22579987178798974,0.0005998218758610288,0.13179720165387185,0.34514427003993425,0.0009775732171928894,0.8110510259845852,0.6548557299600659,0.02137464440829379,0.1370600611466174,0.03378703843322997,0.6981773160780702,0.3681391013898359,0.969289153991156,0.7519036573270156,0.0024733002366277945,0.3382949932341001,0.11279858821314852,0.45388776204060804,0.8938127498040219,0.47834759425621387,0.9762301028372921,0.0,0.02564102564102564,1
0.33272244496585884,0.17792784034683787,0.17270596315011313,0.06420838326042208,0.03571428571428571,0.023916747809152875,0.2,0.1111111111111111,0.5801637823091137,0.006421768218447234,0.1783400557428111,0.018555314992081854,0.15348300898863548,0.8425398189778902,0.003709390611538801,0.7969345585457968,0.15746018102210987,0.18149628579670737,0.13991413050995166,0.09507984298606771,0.6466978824691101,0.35723695545105455,1.0,0.7153361723816134,0.049491892038523985,0.4614343707713126,0.3927251378604291,0.7033323817798024,0.991061584185431,0.7038086216813653,0.9751994143552744,0.0,0.01282051282051282,1
0.29733087616754916,0.17150667374668183,1.0,0.12889971388123928,0.031746031746031744,0.020777160983346553,0.4,0.1111111111111111,0.506877038664195,0.00032793359943264933,0.1611917381420995,0.00016324307602900453,0.12918773280859702,0.13992418940147833,0.0009156882275343072,0.7636697236410729,0.8600758105985219,0.006696768917053154,0.12134988051667069,0.15478791056559962,0.6689523159312144,0.31431778722794423,0.9610061814574784,0.1257681693633203,0.012196658251378013,0.428958051420839,0.8735713135927684,0.9489157002747394,1.0,0.7985308717385424,0.97809857816741,0.03225806451612903,0.0,1
0.34863176493831183,0.1719736349961464,0.06522071695314477,0.006973553901092748,0.0,0.0,1.0,0.0,0.5849038796377252,0.0015078820197842744,0.2607111060739715,0.00136102264425242,0.1303781502811364,0.4049333634958449,0.001764489584855007,0.8124995061581854,0.5950666365041551,0.027426340373454816,0.13175463472846807,0.04615703104044005,0.6603265180920121,0.34742892665720254,0.9704427089955974,0.798279602964982,0.0065067312264775615,0.5602165087956699,0.16803106218732558,0.4128069252530847,0.9310117110779402,0.5691571786836486,0.9732680315855364,0.0,0.0,1
0.3188374080930438,0.19644370195873873,0.15492619848570513,0.07530277908783196,0.031746031746031744,0.021304277118230606,0.0,0.2222222222222222,0.577463809587554,0.002145890564596402,0.13188022920436737,0.003914508114143596,0.17724088380037592,0.37953532036823884,0.005764527023972861,0.766065261852427,0.6204646796317613,0.024722408540845224,0.12888634143130956,0.056665042815311636,0.6439546366478252,0.33138654791382444,0.9758454773427941,0.6311308913704804,0.018997702036380452,0.2462787550744249,0.14092151257735877,0.5017423143972992,0.9588418982086999,0.5218917067710245,0.9620064328751444,0.06451612903225806,0.01282051282051282,1
0.3238431194062715,0.20508250525064592,0.1427335915505598,0.0395227015174242,0.015873015873015872,0.010812149224166392,0.6,0.2962962962962963,0.5523332097846835,0.01528118961756994,0.7772510469479047,0.0065619041549326825,0.1684141422125534,0.8598482305512081,0.0011085097865780305,0.7902578420024324,0.14015176944879196,0.20270693311977833,0.15764999538642122,0.0841781363408105,0.6290199091894894,0.3207426412659683,0.9986622782903289,0.8472638011703852,0.041569224933665265,0.42625169147496617,0.31950683084284753,0.6743694010147395,0.9796936547704234,0.7301513710749507,0.9739351851372242,0.03225806451612903,0.01282051282051282,1
0.724601392980935,0.11918592827781054,0.11332616995938001,0.04127663450805906,0.0,0.0,0.2,0.48148148148148145,0.40028185708413067,0.00019898372353533079,0.018408860080188445,0.0007034356478427856,0.1913082134636789,0.09339467756363316,0.005839490690935749,0.8005151533315474,0.9066053224363669,0.004250902879607134,0.13663055656975037,0.03120977329924112,0.9960608333907152,0.6495149433280697,0.18110702195381637,0.5835359767052022,0.0,0.08119079837618404,0.019990666565593812,0.05311585241164662,0.4846879118544722,0.161468530712792,0.9001235085759671,0.0,0.0,1
0.6887913567671047,0.26568200714021983,0.11119344724326333,0.045681667409193834,0.0,0.0,1.0,0.1111111111111111,0.40489004517895877,0.0003216844432996619,0.029226809256638404,0.0007731071964476759,0.2965513621672473,0.10158540538833569,0.005868296878144475,0.7352064131198723,0.8984145946116645,0.0046639261264845655,0.2608504245930312,0.039654097759996745,0.943663290113766,0.728436837525971,0.19015224311846002,0.5075565389073563,0.00022098166885979598,0.18944519621109607,0.04126737044482364,0.10919151580657982,0.6559965176906453,0.26149521467851455,0.9043897720753233,0.0,0.0,1
